Date,XST.TO,XFN.TO,XEG.TO,XRE.TO,XIT.TO,XIC.TO,XGD.TO, XUT.TO ,XHC.TO,XQQ.TO,BTC-CAD,,,,,,,,,,
9/26/2017, $52.71 , $36.23 , $12.09 , $15.88 , $14.89 , $24.45 , $12.34 , $22.48 , $44.08 ,48.130001,4810.944824,,,,,,,,,,
9/27/2017, $53.45 , $36.67 , $12.20 , $15.88 , $15.03 , $24.67 , $12.26 , $22.46 , $44.06 ,48.630001,5243.276367,,,,,,,,,,
9/28/2017, $53.38 , $36.73 , $12.10 , $15.93 , $15.25 , $24.70 , $12.32 , $22.61 , $44.10 ,48.5,5190.024414,,,,,,,,,,
9/29/2017, $53.32 , $36.88 , $12.06 , $15.95 , $15.47 , $24.74 , $12.25 , $22.66 , $44.30 ,48.93,5188.850098,,,,,,,,,,
10/2/2017, $53.70 , $37.14 , $12.01 , $16.10 , $15.66 , $24.85 , $12.31 , $22.68 , $44.72 ,48.93,5519.145508,,,,,,,,,,
10/3/2017, $53.60 , $37.29 , $12.02 , $16.13 , $15.53 , $24.89 , $12.41 , $22.67 , $44.84 ,49.029999,5390.805664,,,,,,,,,,
10/4/2017, $54.03 , $37.34 , $11.95 , $16.22 , $15.33 , $24.90 , $12.48 , $22.72 , $45.05 ,49.09,5276.549316,,,,,,,,,,
10/5/2017, $53.96 , $37.44 , $12.03 , $16.25 , $15.38 , $24.97 , $12.50 , $22.85 , $45.01 ,49.580002,5440.378906,,,,,,,,,,
10/6/2017, $53.96 , $37.35 , $11.80 , $16.25 , $15.34 , $24.89 , $12.62 , $22.84 , $45.00 ,49.57,5474.439453,,,,,,,,,,
10/10/2017, $53.79 , $37.56 , $11.80 , $16.24 , $15.35 , $24.96 , $12.60 , $22.91 , $44.78 ,49.580002,5981.791504,,,,,,,,,,
10/11/2017, $53.85 , $37.62 , $11.79 , $16.24 , $15.31 , $25.01 , $12.63 , $22.95 , $44.88 ,49.740002,6008.484863,,,,,,,,,,
10/12/2017, $54.38 , $37.49 , $11.60 , $16.33 , $15.38 , $24.92 , $12.63 , $23.03 , $44.90 ,49.650002,6795.564941,,,,,,,,,,
10/13/2017, $54.49 , $37.63 , $11.67 , $16.35 , $15.47 , $25.03 , $12.66 , $23.02 , $44.90 ,49.84,7036.423828,,,,,,,,,,
10/16/2017, $54.18 , $37.68 , $11.67 , $16.23 , $15.58 , $25.01 , $12.47 , $23.18 , $44.61 ,50,7168.438477,,,,,,,,,,
10/17/2017, $54.04 , $37.76 , $11.71 , $16.24 , $15.56 , $25.04 , $12.48 , $23.26 , $45.25 ,50.09,7002.963379,,,,,,,,,,
10/18/2017, $53.71 , $37.81 , $11.66 , $16.25 , $15.61 , $24.99 , $12.31 , $23.36 , $45.31 ,50.060001,6968.23584,,,,,,,,,,
10/19/2017, $53.75 , $37.95 , $11.60 , $16.28 , $15.58 , $25.03 , $12.38 , $23.30 , $45.36 ,49.790001,7122.520508,,,,,,,,,,
10/20/2017, $53.77 , $38.07 , $11.61 , $16.27 , $15.82 , $25.11 , $12.41 , $23.40 , $45.42 ,49.970001,7586.450195,,,,,,,,,,
10/23/2017, $54.04 , $38.06 , $11.53 , $16.30 , $15.88 , $25.11 , $12.38 , $23.40 , $45.38 ,49.66,7495.924316,,,,,,,,,,
10/24/2017, $54.14 , $38.28 , $11.49 , $16.28 , $15.99 , $25.18 , $12.26 , $23.43 , $44.96 ,49.759998,7002.805664,,,,,,,,,,
10/25/2017, $54.09 , $38.11 , $11.49 , $16.22 , $15.96 , $25.11 , $12.29 , $23.24 , $44.70 ,49.599998,7356.42334,,,,,,,,,,
10/26/2017, $54.42 , $38.30 , $11.60 , $16.17 , $16.10 , $25.18 , $12.08 , $23.23 , $44.18 ,49.490002,7584.754395,,,,,,,,,,
10/27/2017, $54.58 , $38.35 , $11.90 , $16.23 , $16.06 , $25.27 , $12.16 , $23.25 , $44.44 ,50.950001,7401.286133,,,,,,,,,,
10/30/2017, $54.40 , $38.35 , $12.11 , $16.18 , $16.18 , $25.36 , $12.26 , $23.33 , $44.01 ,50.900002,7860.56543,,,,,,,,,,
10/31/2017, $54.22 , $38.44 , $12.28 , $16.21 , $15.92 , $25.39 , $12.21 , $23.33 , $44.07 ,51.169998,8339.061523,,,,,,,,,,
11/1/2017, $54.37 , $38.39 , $12.45 , $16.23 , $15.65 , $25.40 , $12.14 , $23.23 , $44.23 ,51.169998,8711.558594,,,,,,,,,,
11/2/2017, $54.83 , $38.53 , $12.42 , $16.33 , $15.77 , $25.38 , $12.12 , $23.04 , $43.99 ,51.130001,9065.43457,,,,,,,,,,
11/3/2017, $54.63 , $38.53 , $12.57 , $16.34 , $15.78 , $25.39 , $12.00 , $23.14 , $44.17 ,51.52,9195.660156,,,,,,,,,,
11/6/2017, $54.61 , $38.53 , $12.89 , $16.37 , $15.76 , $25.51 , $12.18 , $23.31 , $44.26 ,51.759998,8928.736328,,,,,,,,,,
11/7/2017, $54.42 , $38.52 , $12.87 , $16.57 , $15.70 , $25.56 , $12.17 , $23.36 , $44.12 ,51.73,9114.799805,,,,,,,,,,
11/8/2017, $55.02 , $38.45 , $12.84 , $16.59 , $15.54 , $25.52 , $12.21 , $23.36 , $44.30 ,51.959999,9490.963867,,,,,,,,,,
11/9/2017, $55.27 , $38.43 , $12.85 , $16.62 , $15.42 , $25.49 , $12.15 , $23.18 , $44.16 ,51.709999,9054.487305,,,,,,,,,,
11/10/2017, $55.64 , $38.15 , $12.83 , $16.59 , $15.61 , $25.43 , $12.03 , $23.15 , $43.90 ,51.68,8392.463867,,,,,,,,,,
11/13/2017, $55.63 , $38.18 , $12.67 , $16.65 , $15.62 , $25.39 , $12.05 , $23.15 , $43.90 ,51.779999,8354.822266,,,,,,,,,,
11/14/2017, $55.61 , $38.12 , $12.26 , $16.60 , $15.55 , $25.23 , $12.07 , $23.14 , $43.65 ,51.57,8449.300781,,,,,,,,,,
11/15/2017, $55.83 , $38.13 , $12.19 , $16.51 , $15.56 , $25.20 , $12.11 , $23.12 , $43.60 ,51.43,9339.75,,,,,,,,,,
11/16/2017, $55.43 , $38.40 , $12.10 , $16.60 , $15.73 , $25.28 , $12.10 , $23.27 , $44.11 ,52.02,10042.70215,,,,,,,,,,
11/17/2017, $55.41 , $38.54 , $12.15 , $16.60 , $15.75 , $25.37 , $12.22 , $23.19 , $43.87 ,51.799999,9835.900391,,,,,,,,,,
11/20/2017, $55.58 , $38.65 , $11.95 , $16.57 , $15.93 , $25.40 , $12.13 , $23.18 , $43.90 ,51.740002,10506.65918,,,,,,,,,,
11/21/2017, $55.69 , $38.68 , $11.95 , $16.68 , $16.15 , $25.52 , $12.18 , $23.22 , $44.25 ,52.27,10308.61328,,,,,,,,,,
11/22/2017, $55.63 , $38.57 , $12.00 , $16.56 , $16.07 , $25.52 , $12.22 , $23.27 , $44.21 ,52.369999,10484.48438,,,,,,,,,,
11/23/2017, $55.35 , $38.50 , $12.03 , $16.56 , $16.06 , $25.51 , $12.27 , $23.28 , $44.13 ,52.560001,10215.66895,,,,,,,,,,
11/24/2017, $55.54 , $38.55 , $12.05 , $16.59 , $16.22 , $25.57 , $12.20 , $23.32 , $44.29 ,52.599998,10489.61523,,,,,,,,,,
11/27/2017, $55.50 , $38.56 , $11.77 , $16.53 , $16.30 , $25.45 , $12.36 , $23.31 , $44.25 ,52.540001,12526.25,,,,,,,,,,
11/28/2017, $55.66 , $38.46 , $11.75 , $16.48 , $16.33 , $25.45 , $12.33 , $23.48 , $44.56 ,52.68,12886.32813,,,,,,,,,,
11/29/2017, $55.64 , $38.62 , $11.80 , $16.44 , $15.89 , $25.37 , $12.11 , $23.30 , $44.57 ,51.77,12719.71973,,,,,,,,,,
11/30/2017, $55.90 , $38.57 , $12.09 , $16.50 , $15.91 , $25.55 , $12.12 , $23.31 , $44.75 ,52.23,13193.15625,,,,,,,,,,
12/1/2017, $55.99 , $38.57 , $12.22 , $16.54 , $15.74 , $25.48 , $11.95 , $23.30 , $44.80 ,51.990002,13913.76758,,,,,,,,,,
12/4/2017, $55.88 , $38.54 , $12.01 , $16.47 , $15.44 , $25.37 , $11.78 , $23.24 , $44.37 ,51.360001,14777.83301,,,,,,,,,,
12/5/2017, $56.00 , $38.33 , $12.02 , $16.47 , $15.45 , $25.29 , $11.62 , $23.15 , $44.13 ,51.360001,15128.25098,,,,,,,,,,
12/6/2017, $56.50 , $38.44 , $11.75 , $16.50 , $15.51 , $25.29 , $11.54 , $23.32 , $44.00 ,51.580002,18273.11133,,,,,,,,,,
12/7/2017, $56.67 , $38.67 , $11.80 , $16.51 , $15.71 , $25.44 , $11.57 , $23.32 , $44.17 ,51.799999,23011.85352,,,,,,,,,,
12/8/2017, $56.53 , $38.86 , $11.87 , $16.58 , $15.88 , $25.58 , $11.63 , $23.39 , $44.61 ,52.02,21276.76758,,,,,,,,,,
12/11/2017, $56.40 , $38.78 , $11.95 , $16.57 , $15.98 , $25.60 , $11.52 , $23.30 , $44.72 ,52.369999,21767.17578,,,,,,,,,,
12/12/2017, $56.71 , $38.86 , $11.91 , $16.63 , $15.89 , $25.63 , $11.49 , $23.27 , $45.00 ,52.299999,22410.13672,,,,,,,,,,
12/13/2017, $56.53 , $38.76 , $11.72 , $16.65 , $15.96 , $25.65 , $11.83 , $23.34 , $45.09 ,52.549999,21028.74805,,,,,,,,,,
12/14/2017, $56.24 , $38.52 , $11.56 , $16.71 , $15.92 , $25.48 , $11.75 , $23.34 , $44.71 ,52.43,21191.98242,,,,,,,,,,
12/15/2017, $56.38 , $38.60 , $11.45 , $16.74 , $16.12 , $25.52 , $11.81 , $23.25 , $45.03 ,52.98,22767.5332,,,,,,,,,,
12/18/2017, $56.70 , $38.75 , $11.61 , $16.76 , $16.15 , $25.66 , $11.98 , $23.26 , $45.25 ,53.459999,24590.41797,,,,,,,,,,
12/19/2017, $56.34 , $38.78 , $11.63 , $16.68 , $16.07 , $25.67 , $11.97 , $23.14 , $45.21 ,53.150002,22887.5,,,,,,,,,,
12/20/2017, $56.03 , $38.74 , $11.84 , $16.66 , $16.27 , $25.71 , $12.12 , $23.13 , $44.97 ,53.09,21316.0625,,,,,,,,,,
12/21/2017, $55.91 , $38.81 , $12.01 , $16.57 , $16.16 , $25.74 , $12.08 , $22.98 , $44.94 ,53.119999,20123.41406,,,,,,,,,,
12/22/2017, $55.83 , $38.70 , $12.00 , $16.61 , $16.05 , $25.71 , $12.20 , $22.95 , $44.77 ,53,17596.81641,,,,,,,,,,
12/27/2017, $55.88 , $38.62 , $12.20 , $16.66 , $15.92 , $25.77 , $12.28 , $23.16 , $44.84 ,52.759998,20035.70313,,,,,,,,,,
12/28/2017, $55.83 , $38.60 , $12.30 , $16.63 , $16.04 , $25.72 , $12.22 , $23.08 , $44.64 ,52.689999,18353.06641,,,,,,,,,,
12/29/2017, $55.80 , $38.64 , $12.27 , $16.66 , $15.97 , $25.71 , $12.23 , $23.04 , $44.37 ,52.369999,18433.10352,,,,,,,,,,
1/2/2018, $55.71 , $38.58 , $12.53 , $16.65 , $16.12 , $25.86 , $12.44 , $22.91 , $44.83 ,53.27,18738.11133,,,,,,,,,,
1/3/2018, $55.63 , $38.75 , $12.73 , $16.53 , $16.29 , $25.98 , $12.36 , $22.68 , $45.18 ,53.790001,19066.61523,,,,,,,,,,
1/4/2018, $55.80 , $39.02 , $12.68 , $16.47 , $16.24 , $26.03 , $12.41 , $22.55 , $45.31 ,53.889999,19483.40039,,,,,,,,,,
1/5/2018, $55.63 , $39.07 , $12.40 , $16.51 , $16.22 , $25.95 , $12.30 , $22.58 , $45.71 ,54.389999,21621.29492,,,,,,,,,,
1/8/2018, $55.51 , $38.95 , $12.37 , $16.58 , $16.26 , $25.90 , $12.18 , $22.56 , $45.63 ,54.599998,18833.67773,,,,,,,,,,
1/9/2018, $55.89 , $39.03 , $12.53 , $16.73 , $16.25 , $25.91 , $12.08 , $22.50 , $45.95 ,54.619999,18206.30273,,,,,,,,,,
1/10/2018, $55.42 , $39.03 , $12.52 , $16.61 , $16.13 , $25.80 , $12.20 , $22.22 , $45.78 ,54.459999,18763.04102,,,,,,,,,,
1/11/2018, $55.09 , $39.01 , $12.69 , $16.51 , $16.15 , $25.84 , $12.23 , $22.25 , $45.77 ,54.82,16786.74219,,,,,,,,,,
1/12/2018, $54.98 , $38.96 , $12.73 , $16.54 , $16.22 , $25.88 , $12.50 , $22.13 , $46.10 ,55.27,17408.64258,,,,,,,,,,
1/15/2018, $54.92 , $39.07 , $12.78 , $16.54 , $16.34 , $25.99 , $12.90 , $22.24 , $45.86 ,55.709999,17175.24805,,,,,,,,,,
1/16/2018, $55.01 , $39.03 , $12.55 , $16.65 , $16.43 , $25.87 , $12.66 , $22.20 , $46.03 ,55.080002,14274.64844,,,,,,,,,,
1/17/2018, $55.32 , $39.17 , $12.63 , $16.69 , $16.52 , $25.91 , $12.47 , $22.25 , $46.43 ,55.700001,13920.85547,,,,,,,,,,
1/18/2018, $55.66 , $39.23 , $12.43 , $16.65 , $16.49 , $25.85 , $12.27 , $22.23 , $46.26 ,55.689999,14239.2041,,,,,,,,,,
1/19/2018, $55.90 , $39.46 , $12.40 , $16.70 , $16.57 , $25.97 , $12.36 , $22.23 , $46.45 ,55.860001,14496.48242,,,,,,,,,,
1/22/2018, $56.18 , $39.48 , $12.45 , $16.77 , $16.49 , $25.95 , $12.31 , $22.18 , $46.77 ,56.290001,13612.87305,,,,,,,,,,
1/23/2018, $56.31 , $39.40 , $12.55 , $16.83 , $16.76 , $25.98 , $12.53 , $22.20 , $46.72 ,56.939999,13492.03223,,,,,,,,,,
1/24/2018, $56.04 , $39.21 , $12.50 , $16.80 , $16.69 , $25.88 , $12.74 , $22.10 , $46.80 ,56.52,14024.31543,,,,,,,,,,
1/25/2018, $56.09 , $39.07 , $12.39 , $16.76 , $16.69 , $25.76 , $12.51 , $22.06 , $47.08 ,56.52,13938.01172,,,,,,,,,,
1/26/2018, $56.16 , $39.03 , $12.41 , $16.78 , $16.94 , $25.79 , $12.55 , $22.10 , $47.88 ,57.290001,13748.64258,,,,,,,,,,
1/29/2018, $55.66 , $38.87 , $12.19 , $16.65 , $16.88 , $25.57 , $12.18 , $21.90 , $47.75 ,57.130001,13932.98047,,,,,,,,,,
1/30/2018, $54.90 , $38.92 , $11.84 , $16.49 , $16.67 , $25.35 , $12.07 , $21.71 , $46.95 ,56.66,12466.12109,,,,,,,,,,
1/31/2018, $54.74 , $38.84 , $11.76 , $16.61 , $16.81 , $25.38 , $12.15 , $21.95 , $46.27 ,56.720001,12571.95215,,,,,,,,,,
2/1/2018, $53.83 , $38.62 , $11.78 , $16.47 , $17.19 , $25.21 , $12.12 , $21.65 , $45.92 ,56.41,11240.33106,,,,,,,,,,
2/2/2018, $53.40 , $38.15 , $11.50 , $16.23 , $17.04 , $24.81 , $11.81 , $21.40 , $45.60 ,55.27,10968.67481,,,,,,,,,,
2/5/2018, $52.84 , $37.22 , $11.18 , $16.15 , $16.70 , $24.38 , $11.75 , $21.28 , $43.85 ,53.73,8713.5625,,,,,,,,,,
2/6/2018, $52.97 , $37.30 , $11.22 , $16.10 , $16.68 , $24.44 , $11.47 , $21.11 , $44.00 ,54.150002,9692.5,,,,,,,,,,
2/7/2018, $52.99 , $37.29 , $10.99 , $16.16 , $16.74 , $24.39 , $11.35 , $21.10 , $44.13 ,53.869999,9573.876953,,,,,,,,,,
2/8/2018, $52.43 , $36.72 , $10.66 , $16.04 , $16.40 , $23.97 , $11.37 , $20.92 , $42.77 ,51.400002,10402.24512,,,,,,,,,,
2/9/2018, $52.41 , $36.73 , $10.67 , $16.00 , $16.39 , $23.90 , $11.14 , $21.16 , $42.87 ,52.150002,10985.87891,,,,,,,,,,
2/12/2018, $52.70 , $36.88 , $10.84 , $16.09 , $16.80 , $24.23 , $11.48 , $20.94 , $43.50 ,53.16,11226.05469,,,,,,,,,,
2/13/2018, $52.57 , $36.84 , $10.77 , $16.10 , $16.95 , $24.19 , $11.45 , $20.76 , $43.56 ,53.48,10820.11231,,,,,,,,,,
2/14/2018, $52.63 , $37.13 , $10.97 , $16.14 , $17.34 , $24.41 , $11.91 , $20.58 , $44.00 ,54.5,11850.24707,,,,,,,,,,
2/15/2018, $52.63 , $37.24 , $10.87 , $16.50 , $17.50 , $24.50 , $11.91 , $20.85 , $44.37 ,55.400002,12686.65137,,,,,,,,,,
2/16/2018, $53.67 , $37.28 , $11.00 , $16.62 , $17.53 , $24.58 , $11.71 , $21.27 , $44.87 ,55.330002,12841.49805,,,,,,,,,,
2/20/2018, $53.34 , $37.26 , $11.02 , $16.54 , $17.69 , $24.57 , $11.46 , $21.28 , $44.26 ,55.34,14424.54004,,,,,,,,,,
2/21/2018, $52.89 , $37.77 , $10.94 , $16.44 , $17.48 , $24.72 , $11.45 , $21.14 , $44.26 ,55.360001,13575.73926,,,,,,,,,,
2/22/2018, $52.74 , $37.57 , $11.05 , $16.34 , $17.38 , $24.70 , $11.36 , $20.96 , $44.19 ,55.169998,12720.35742,,,,,,,,,,
2/23/2018, $52.83 , $37.77 , $11.25 , $16.34 , $17.63 , $24.88 , $11.40 , $21.12 , $44.53 ,56.299999,13006.16797,,,,,,,,,,
2/26/2018, $52.99 , $37.88 , $11.35 , $16.47 , $17.69 , $25.01 , $11.51 , $21.11 , $45.36 ,57,13144.97559,,,,,,,,,,
2/27/2018, $53.61 , $38.00 , $11.26 , $16.42 , $17.77 , $24.96 , $11.25 , $21.12 , $44.96 ,56.43,13697.66309,,,,,,,,,,
2/28/2018, $53.64 , $37.54 , $10.92 , $16.38 , $17.80 , $24.65 , $11.23 , $21.13 , $44.21 ,56.040001,13340.50586,,,,,,,,,,
3/1/2018, $53.10 , $37.41 , $10.80 , $16.33 , $17.62 , $24.51 , $11.30 , $21.10 , $43.51 ,55.110001,14051.22852,,,,,,,,,,
3/2/2018, $53.34 , $37.32 , $10.77 , $16.34 , $17.86 , $24.52 , $11.33 , $21.24 , $43.72 ,55.599998,14277.06641,,,,,,,,,,
3/5/2018, $53.42 , $37.62 , $11.02 , $16.40 , $18.13 , $24.76 , $11.48 , $21.34 , $44.34 ,56.23,15019.82813,,,,,,,,,,
3/6/2018, $53.74 , $37.67 , $10.97 , $16.49 , $18.06 , $24.76 , $11.60 , $21.30 , $44.28 ,56.43,13957.81543,,,,,,,,,,
3/7/2018, $53.45 , $37.66 , $10.88 , $16.55 , $18.25 , $24.67 , $11.35 , $21.32 , $44.29 ,56.560001,12860.56836,,,,,,,,,,
3/8/2018, $53.55 , $37.88 , $10.85 , $16.57 , $18.50 , $24.77 , $11.34 , $21.33 , $44.82 ,56.849998,12115.80469,,,,,,,,,,
3/9/2018, $53.71 , $38.01 , $10.89 , $16.57 , $18.51 , $24.81 , $11.25 , $21.35 , $45.27 ,57.900002,11963.26856,,,,,,,,,,
3/12/2018, $54.10 , $37.98 , $10.83 , $16.56 , $18.53 , $24.87 , $11.36 , $21.36 , $45.30 ,58.299999,11822.13574,,,,,,,,,,
3/13/2018, $53.81 , $37.98 , $10.89 , $16.55 , $18.53 , $24.93 , $11.49 , $21.40 , $45.13 ,57.560001,11911.92773,,,,,,,,,,
3/14/2018, $54.16 , $38.02 , $10.86 , $16.53 , $18.62 , $24.97 , $11.51 , $21.40 , $44.98 ,57.509998,10713.53809,,,,,,,,,,
3/15/2018, $54.28 , $38.18 , $10.91 , $16.52 , $18.84 , $25.00 , $11.45 , $21.37 , $44.89 ,57.439999,10834.2832,,,,,,,,,,
3/16/2018, $54.15 , $38.18 , $11.17 , $16.34 , $18.79 , $25.08 , $11.51 , $21.27 , $45.04 ,57.349998,10916.56738,,,,,,,,,,
3/19/2018, $54.25 , $38.05 , $10.95 , $16.45 , $18.45 , $24.87 , $11.54 , $21.33 , $44.16 ,56.07,11290.61719,,,,,,,,,,
3/20/2018, $53.80 , $38.23 , $11.16 , $16.53 , $18.90 , $24.92 , $11.45 , $21.39 , $44.30 ,56.220001,11653.4707,,,,,,,,,,
3/21/2018, $53.20 , $38.20 , $11.50 , $16.54 , $18.67 , $25.02 , $11.60 , $21.35 , $44.22 ,55.990002,11513.41406,,,,,,,,,,
3/22/2018, $52.64 , $37.52 , $11.23 , $16.56 , $18.25 , $24.58 , $11.43 , $21.51 , $43.31 ,54.549999,11285.03809,,,,,,,,,,
3/23/2018, $51.90 , $36.90 , $11.06 , $16.41 , $17.93 , $24.13 , $11.75 , $21.37 , $42.50 ,53.16,11444.94238,,,,,,,,,,
3/26/2018, $51.78 , $36.97 , $11.20 , $16.42 , $18.08 , $24.23 , $11.90 , $21.20 , $42.99 ,55.150002,10537.58594,,,,,,,,,,
3/27/2018, $51.40 , $36.66 , $11.18 , $16.39 , $17.61 , $24.12 , $11.75 , $21.29 , $42.58 ,53.27,10088.95606,,,,,,,,,,
3/28/2018, $52.02 , $36.68 , $11.02 , $16.61 , $17.45 , $24.08 , $11.55 , $21.46 , $43.35 ,52.77,10271.62012,,,,,,,,,,
3/29/2018, $52.75 , $37.03 , $11.30 , $16.66 , $17.54 , $24.40 , $11.70 , $21.44 , $43.50 ,53.77,9232.288086,,,,,,,,,,
4/2/2018, $52.33 , $36.75 , $11.04 , $16.68 , $17.19 , $24.16 , $11.87 , $21.45 , $42.30 ,52.080002,9153.686523,,,,,,,,,,
4/3/2018, $51.91 , $36.55 , $11.29 , $16.63 , $17.20 , $24.11 , $11.59 , $21.41 , $42.95 ,52.66,9548.293945,,,,,,,,,,
4/4/2018, $52.23 , $36.42 , $11.30 , $16.55 , $17.20 , $24.07 , $11.50 , $21.35 , $42.90 ,53.639999,8740.702148,,,,,,,,,,
4/5/2018, $52.02 , $36.72 , $11.77 , $16.65 , $17.12 , $24.38 , $11.55 , $21.42 , $43.70 ,53.849998,8696.884766,,,,,,,,,,
4/6/2018, $51.86 , $36.33 , $11.61 , $16.58 , $16.90 , $24.16 , $11.64 , $21.34 , $42.67 ,52.540001,8479.889648,,,,,,,,,,
4/9/2018, $52.20 , $36.52 , $11.51 , $16.63 , $17.00 , $24.20 , $11.52 , $21.40 , $43.47 ,52.779999,8600.181641,,,,,,,,,,
4/10/2018, $51.70 , $36.48 , $11.79 , $16.61 , $16.97 , $24.26 , $11.55 , $21.16 , $43.80 ,54.02,8604.279297,,,,,,,,,,
4/11/2018, $51.68 , $36.16 , $12.00 , $16.59 , $16.78 , $24.24 , $11.81 , $21.17 , $43.48 ,53.700001,8759.177734,,,,,,,,,,
4/12/2018, $51.68 , $36.20 , $12.07 , $16.53 , $16.99 , $24.27 , $11.69 , $21.02 , $43.81 ,54.32,9931.776367,,,,,,,,,,
4/13/2018, $51.51 , $36.00 , $12.20 , $16.56 , $16.82 , $24.28 , $11.90 , $20.99 , $43.50 ,54.040001,9952.068359,,,,,,,,,,
4/16/2018, $51.49 , $36.05 , $12.01 , $16.65 , $16.94 , $24.30 , $11.85 , $21.12 , $43.90 ,54.459999,10127.33008,,,,,,,,,,
4/17/2018, $51.40 , $36.07 , $12.08 , $16.68 , $17.40 , $24.41 , $11.85 , $21.13 , $44.26 ,55.549999,9923.444336,,,,,,,,,,
4/18/2018, $51.88 , $36.26 , $12.51 , $16.69 , $17.56 , $24.68 , $11.98 , $21.24 , $44.38 ,55.709999,10307.13379,,,,,,,,,,
4/19/2018, $51.60 , $36.12 , $12.54 , $16.64 , $17.39 , $24.57 , $12.03 , $21.19 , $43.85 ,55.240002,10504.74316,,,,,,,,,,
4/20/2018, $51.60 , $36.36 , $12.47 , $16.63 , $17.47 , $24.60 , $12.01 , $21.17 , $43.66 ,54.34,11289.04883,,,,,,,,,,
4/23/2018, $52.37 , $36.59 , $12.63 , $16.61 , $17.50 , $24.71 , $11.91 , $21.15 , $43.89 ,54.299999,11469.92871,,,,,,,,,,
4/24/2018, $51.59 , $36.53 , $12.56 , $16.40 , $17.45 , $24.60 , $12.02 , $21.01 , $43.56 ,53.099998,12428.31641,,,,,,,,,,
4/25/2018, $51.89 , $36.59 , $12.76 , $16.29 , $17.43 , $24.65 , $11.95 , $20.91 , $43.65 ,53.099998,11355.27637,,,,,,,,,,
4/26/2018, $52.37 , $37.00 , $12.81 , $16.44 , $17.64 , $24.87 , $12.01 , $21.05 , $44.00 ,54.25,11944.375,,,,,,,,,,
4/27/2018, $53.02 , $37.21 , $12.65 , $16.56 , $17.78 , $24.92 , $12.00 , $21.14 , $44.25 ,54.360001,11522.29688,,,,,,,,,,
4/30/2018, $53.13 , $37.09 , $12.67 , $16.58 , $17.93 , $24.84 , $11.79 , $21.02 , $44.43 ,53.919998,11857.47363,,,,,,,,,,
5/1/2018, $52.34 , $37.10 , $12.64 , $16.64 , $17.91 , $24.86 , $11.84 , $21.07 , $43.81 ,54.5,11709.7207,,,,,,,,,,
5/2/2018, $51.73 , $37.00 , $12.74 , $16.61 , $17.99 , $24.86 , $11.89 , $20.95 , $43.72 ,54.189999,11897.71191,,,,,,,,,,
5/3/2018, $52.01 , $36.94 , $12.57 , $16.54 , $18.29 , $24.84 , $11.95 , $21.14 , $43.00 ,54.07,12515.98828,,,,,,,,,,
5/4/2018, $52.06 , $37.11 , $12.65 , $16.65 , $18.35 , $25.03 , $11.98 , $21.19 , $43.60 ,55.240002,12457.71582,,,,,,,,,,
5/7/2018, $52.03 , $37.32 , $12.68 , $16.80 , $18.60 , $25.14 , $11.98 , $21.15 , $43.67 ,55.57,12068.6875,,,,,,,,,,
5/8/2018, $52.18 , $37.39 , $12.68 , $16.84 , $18.79 , $25.20 , $12.08 , $20.99 , $43.55 ,55.48,11956.32227,,,,,,,,,,
5/9/2018, $51.88 , $37.55 , $12.84 , $16.85 , $18.90 , $25.26 , $11.96 , $20.85 , $43.68 ,56.18,11978.19336,,,,,,,,,,
5/10/2018, $52.40 , $37.71 , $12.83 , $16.98 , $18.78 , $25.40 , $11.98 , $20.90 , $44.08 ,56.720001,11550.0166,,,,,,,,,,
5/11/2018, $52.19 , $37.78 , $12.83 , $17.09 , $18.68 , $25.44 , $11.99 , $20.85 , $44.60 ,56.689999,10798.35449,,,,,,,,,,
5/14/2018, $52.36 , $37.98 , $13.09 , $17.01 , $18.64 , $25.60 , $11.94 , $20.76 , $44.90 ,56.799999,11154.87598,,,,,,,,,,
5/15/2018, $52.63 , $38.09 , $13.08 , $16.94 , $18.63 , $25.64 , $11.75 , $20.68 , $44.43 ,56.209999,10954.56055,,,,,,,,,,
5/16/2018, $52.95 , $38.16 , $13.12 , $16.91 , $18.59 , $25.66 , $11.67 , $20.55 , $44.80 ,56.43,10694.52832,,,,,,,,,,
5/17/2018, $52.44 , $38.14 , $13.40 , $16.87 , $18.67 , $25.70 , $11.64 , $20.54 , $44.80 ,56.389999,10387.44043,,,,,,,,,,
5/18/2018, $52.29 , $38.07 , $13.38 , $16.98 , $18.84 , $25.74 , $11.70 , $20.66 , $44.90 ,56.07,10625.59863,,,,,,,,,,
5/22/2018, $52.12 , $38.29 , $13.27 , $16.98 , $18.56 , $25.71 , $11.59 , $20.62 , $44.84 ,56.279999,10303.12793,,,,,,,,,,
5/23/2018, $52.82 , $38.16 , $13.12 , $17.08 , $18.70 , $25.70 , $11.73 , $20.78 , $44.81 ,56.720001,9700.461914,,,,,,,,,,
5/24/2018, $52.68 , $38.02 , $12.98 , $17.13 , $18.93 , $25.67 , $11.94 , $20.82 , $44.65 ,56.759998,9776.287109,,,,,,,,,,
5/25/2018, $53.12 , $37.92 , $12.61 , $17.11 , $19.09 , $25.63 , $11.89 , $20.76 , $44.58 ,56.830002,9700.994141,,,,,,,,,,
5/28/2018, $53.00 , $37.78 , $12.50 , $17.09 , $19.02 , $25.49 , $11.82 , $20.72 , $44.70 ,56.91,9270.365234,,,,,,,,,,
